,precursor_name,updated_precursor_name
1705,PS(18:0_20:5),PS(18:0_20:5)
1706,PS(18:0_22:4),PS(18:0_22:4)
1707,PS(18:0_22:5),PS(18:0_22:5)
1708,PS(18:0_22:6),PS(18:0_22:6)
1709,PS(18:1_16:1),PS(18:1_16:1)
1710,PS(18:1_18:1),PS(18:1_18:1)
1711,PS(18:1_18:2),PS(18:1_18:2)
1712,PS(18:1_19:0),PS(18:1_19:0)
1713,PS(18:1_20:0),PS(18:1_20:0)
1714,PS(18:1_20:1),PS(18:1_20:1)
1715,PS(18:1_20:2),PS(18:1_20:2)
1716,PS(18:1_20:3),PS(18:1_20:3)
1717,PS(18:1_20:4),PS(18:1_20:4)
1718,PS(18:1_20:5),PS(18:1_20:5)
1719,PS(18:1_22:4),PS(18:1_22:4)
1720,PS(18:1_22:5),PS(18:1_22:5)
1721,PS(18:1_22:6),PS(18:1_22:6)
1722,PS(18:2_16:1),PS(18:2_16:1)
1723,PS(18:2_18:2),PS(18:2_18:2)
1724,PS(18:2_19:0),PS(18:2_19:0)
1725,PS(18:2_20:0),PS(18:2_20:0)
1726,PS(18:2_20:2),PS(18:2_20:2)
1727,PS(18:2_20:3),PS(18:2_20:3)
1728,PS(18:2_20:4),PS(18:2_20:4)
1729,PS(18:2_20:5),PS(18:2_20:5)
1730,PS(18:2_22:4),PS(18:2_22:4)
1731,PS(18:2_22:5),PS(18:2_22:5)
1732,PS(18:2_22:6),PS(18:2_22:6)
1733,PS(18:3_20:1),PS(18:3_20:1)
1734,PS(18:3_20:2),PS(18:3_20:2)
1735,PS(18:3_20:3),PS(18:3_20:3)
1736,PS(18:3_20:4),PS(18:3_20:4)
1737,PS(18:3_20:5),PS(18:3_20:5)
1738,PS(18:3_22:4),PS(18:3_22:4)
1739,PS(18:3_22:5),PS(18:3_22:5)
1740,PS(18:3_22:6),PS(18:3_22:6)
1741,PS(19:0_19:0),PS(19:0_19:0)
1742,PS(19:0_20:0),PS(19:0_20:0)
1743,PS(19:0_20:1),PS(19:0_20:1)
1744,PS(19:0_20:2),PS(19:0_20:2)
1745,PS(19:0_20:3),PS(19:0_20:3)
1746,PS(19:0_20:4),PS(19:0_20:4)
1747,PS(19:0_20:5),PS(19:0_20:5)
1748,PS(19:0_22:4),PS(19:0_22:4)
1749,PS(19:0_22:5),PS(19:0_22:5)
1750,PS(19:0_22:6),PS(19:0_22:6)
1751,PS(20:0_16:1),PS(20:0_16:1)
1752,PS(20:0_18:1),PS(20:0_18:1)
1753,PS(20:0_18:2),PS(20:0_18:2)
1754,PS(20:0_18:3),PS(20:0_18:3)
1755,PS(20:0_20:0),PS(20:0_20:0)
1756,PS(20:0_20:1),PS(20:0_20:1)
1757,PS(20:0_20:2),PS(20:0_20:2)
1758,PS(20:0_20:3),PS(20:0_20:3)
1759,PS(20:0_20:4),PS(20:0_20:4)
1760,PS(20:0_20:5),PS(20:0_20:5)
1761,PS(20:0_22:4),PS(20:0_22:4)
1762,PS(20:0_22:5),PS(20:0_22:5)
1763,PS(20:0_22:6),PS(20:0_22:6)
1764,PS(20:1_20:1),PS(20:1_20:1)
1765,PS(20:1_20:2),PS(20:1_20:2)
1766,PS(20:1_20:3),PS(20:1_20:3)
1767,PS(20:1_20:4),PS(20:1_20:4)
1768,PS(20:1_22:4),PS(20:1_22:4)
1769,PS(20:1_22:5),PS(20:1_22:5)
1770,PS(20:1_22:6),PS(20:1_22:6)
1771,PS(20:2_20:2),PS(20:2_20:2)
1772,PS(20:2_20:3),PS(20:2_20:3)
1773,PS(20:2_20:4),PS(20:2_20:4)
1774,PS(20:2_20:5),PS(20:2_20:5)
1775,PS(20:2_22:4),PS(20:2_22:4)
1776,PS(20:2_22:5),PS(20:2_22:5)
1777,PS(20:2_22:6),PS(20:2_22:6)
1778,PS(20:3_20:3),PS(20:3_20:3)
1779,PS(20:3_20:4),PS(20:3_20:4)
1780,PS(20:3_20:5),PS(20:3_20:5)
1781,PS(20:3_22:4),PS(20:3_22:4)
1782,PS(20:3_22:5),PS(20:3_22:5)
1783,PS(20:3_22:6),PS(20:3_22:6)
1784,PS(20:4_20:4),PS(20:4_20:4)
1785,PS(20:4_20:5),PS(20:4_20:5)
1786,PS(20:4_22:4),PS(20:4_22:4)
1787,PS(20:4_22:5),PS(20:4_22:5)
1788,PS(20:4_22:6),PS(20:4_22:6)
1789,PS(20:5_20:5),PS(20:5_20:5)
1790,PS(20:5_22:4),PS(20:5_22:4)
1791,PS(20:5_22:5),PS(20:5_22:5)
1792,PS(20:5_22:6),PS(20:5_22:6)
1793,PS(22:4_22:4),PS(22:4_22:4)
1794,PS(22:4_22:5),PS(22:4_22:5)
1795,PS(22:4_22:6),PS(22:4_22:6)
1796,PS(22:5_22:5),PS(22:5_22:5)
1797,PS(22:5_22:6),PS(22:5_22:6)
1798,PS(22:6_22:6),PS(22:6_22:6)
1799,SIL_17:0-14:1 PS-d5,SIL_PS(17:0_14:1)_d5
1800,SIL_17:0-16:1 PS-d5,SIL_PS(17:0_16:1)_d5
1801,SIL_17:0-18:1 PS-d5,SIL_PS(17:0_18:1)_d5
1802,SIL_17:0-20:3 PS-d5,SIL_PS(17:0_20:3)_d5
1803,SIL_17:0-22:4 PS-d5,SIL_PS(17:0_22:4)_d5
1804,SM(14:0),SM(d18:1/14:0)
1805,SM(16:0),SM(d18:1/16:0)
1806,SM(18:0),SM(d18:1/18:0)
1807,SM(18:1),SM(d18:1/18:1)
1808,SM(20:0),SM(d18:1/20:0)
1809,SM(20:1),SM(d18:1/20:1)
1810,SM(22:0),SM(d18:1/22:0)
1811,SM(22:1),SM(d18:1/22:1)
1812,SM(24:0),SM(d18:1/24:0)
1813,SM(24:1),SM(d18:1/24:1)
1814,SM(26:0),SM(d18:1/26:0)
1815,SM(26:1),SM(d18:1/26:1)
1816,SIL_15:0 SM (d18:1/15:0)-D9,SIL_SM(d18:1/15:0)_d9
1817,SIL_16:1 SM (d18:1/16:1)-d9,SIL_SM(d18:1/16:1)_d9
1818,SIL_18:1 SM (d18:1/18:1)-d9,SIL_SM(d18:1/18:1)_d9
1819,SIL_20:1 SM (d18:1/20:1)-d9,SIL_SM(d18:1/20:1)_d9
1820,SIL_22:1 SM (d18:1/22:1)-d9,SIL_SM(d18:1/22:1)_d9
1821,SIL_24:1 SM (d18:1/24:1)-d9,SIL_SM(d18:1/24:1)_d9
1822,TAG(40:0_FA14:0),TG(40:0_FA14:0)
1823,TAG(40:0_FA16:0),TG(40:0_FA16:0)
1824,TAG(42:0_FA14:0),TG(42:0_FA14:0)
1825,TAG(42:0_FA16:0),TG(42:0_FA16:0)
1826,TAG(42:1_FA14:0),TG(42:1_FA14:0)
1827,TAG(42:1_FA16:0),TG(42:1_FA16:0)
1828,TAG(42:1_FA16:1),TG(42:1_FA16:1)
1829,TAG(42:1_FA18:1),TG(42:1_FA18:1)
1830,TAG(42:2_FA18:2),TG(42:2_FA18:2)
1831,TAG(44:0_FA14:0),TG(44:0_FA14:0)
1832,TAG(44:0_FA16:0),TG(44:0_FA16:0)
1833,TAG(44:0_FA18:0),TG(44:0_FA18:0)
1834,TAG(44:1_FA14:0),TG(44:1_FA14:0)
1835,TAG(44:1_FA16:0),TG(44:1_FA16:0)
1836,TAG(44:1_FA16:1),TG(44:1_FA16:1)
1837,TAG(44:1_FA18:1),TG(44:1_FA18:1)
1838,TAG(44:2_FA14:0),TG(44:2_FA14:0)
1839,TAG(44:2_FA16:0),TG(44:2_FA16:0)
1840,TAG(44:2_FA16:1),TG(44:2_FA16:1)
1841,TAG(44:2_FA18:1),TG(44:2_FA18:1)
1842,TAG(44:2_FA18:2),TG(44:2_FA18:2)
1843,TAG(44:3_FA18:2),TG(44:3_FA18:2)
1844,TAG(45:0_FA14:0),TG(45:0_FA14:0)
1845,TAG(45:0_FA16:0),TG(45:0_FA16:0)
1846,TAG(45:1_FA16:0),TG(45:1_FA16:0)
1847,TAG(45:1_FA18:1),TG(45:1_FA18:1)
1848,TAG(46:0_FA14:0),TG(46:0_FA14:0)
1849,TAG(46:0_FA16:0),TG(46:0_FA16:0)
1850,TAG(46:0_FA18:0),TG(46:0_FA18:0)
1851,TAG(46:1_FA14:0),TG(46:1_FA14:0)
1852,TAG(46:1_FA16:0),TG(46:1_FA16:0)
1853,TAG(46:1_FA16:1),TG(46:1_FA16:1)
1854,TAG(46:1_FA18:0),TG(46:1_FA18:0)
1855,TAG(46:1_FA18:1),TG(46:1_FA18:1)
1856,TAG(46:2_FA14:0),TG(46:2_FA14:0)
1857,TAG(46:2_FA16:0),TG(46:2_FA16:0)
1858,TAG(46:2_FA16:1),TG(46:2_FA16:1)
1859,TAG(46:2_FA18:1),TG(46:2_FA18:1)
1860,TAG(46:2_FA18:2),TG(46:2_FA18:2)
1861,TAG(46:3_FA14:0),TG(46:3_FA14:0)
1862,TAG(46:3_FA16:0),TG(46:3_FA16:0)
1863,TAG(46:3_FA16:1),TG(46:3_FA16:1)
1864,TAG(46:3_FA18:1),TG(46:3_FA18:1)
1865,TAG(46:3_FA18:2),TG(46:3_FA18:2)
1866,TAG(46:3_FA18:3),TG(46:3_FA18:3)
1867,TAG(46:4_FA18:2),TG(46:4_FA18:2)
1868,TAG(47:0_FA14:0),TG(47:0_FA14:0)
1869,TAG(47:0_FA16:0),TG(47:0_FA16:0)
1870,TAG(47:0_FA17:0),TG(47:0_FA17:0)
1871,TAG(47:1_FA14:0),TG(47:1_FA14:0)
1872,TAG(47:1_FA16:0),TG(47:1_FA16:0)
1873,TAG(47:1_FA16:1),TG(47:1_FA16:1)
1874,TAG(47:1_FA17:0),TG(47:1_FA17:0)
1875,TAG(47:1_FA18:1),TG(47:1_FA18:1)
1876,TAG(47:2_FA14:0),TG(47:2_FA14:0)
1877,TAG(47:2_FA16:1),TG(47:2_FA16:1)
1878,TAG(47:2_FA18:1),TG(47:2_FA18:1)
1879,TAG(47:2_FA18:2),TG(47:2_FA18:2)
1880,TAG(48:0_FA14:0),TG(48:0_FA14:0)
1881,TAG(48:0_FA16:0),TG(48:0_FA16:0)
1882,TAG(48:0_FA18:0),TG(48:0_FA18:0)
1883,TAG(48:1_FA14:0),TG(48:1_FA14:0)
1884,TAG(48:1_FA16:0),TG(48:1_FA16:0)
1885,TAG(48:1_FA16:1),TG(48:1_FA16:1)
1886,TAG(48:1_FA18:0),TG(48:1_FA18:0)
1887,TAG(48:1_FA18:1),TG(48:1_FA18:1)
1888,TAG(48:2_FA14:0),TG(48:2_FA14:0)
1889,TAG(48:2_FA16:0),TG(48:2_FA16:0)
1890,TAG(48:2_FA16:1),TG(48:2_FA16:1)
1891,TAG(48:2_FA18:0),TG(48:2_FA18:0)
1892,TAG(48:2_FA18:1),TG(48:2_FA18:1)
1893,TAG(48:2_FA18:2),TG(48:2_FA18:2)
1894,TAG(48:3_FA14:0),TG(48:3_FA14:0)
1895,TAG(48:3_FA16:0),TG(48:3_FA16:0)
1896,TAG(48:3_FA16:1),TG(48:3_FA16:1)
1897,TAG(48:3_FA18:1),TG(48:3_FA18:1)
1898,TAG(48:3_FA18:2),TG(48:3_FA18:2)
1899,TAG(48:3_FA18:3),TG(48:3_FA18:3)
1900,TAG(48:4_FA14:0),TG(48:4_FA14:0)
1901,TAG(48:4_FA16:0),TG(48:4_FA16:0)
1902,TAG(48:4_FA16:1),TG(48:4_FA16:1)
1903,TAG(48:4_FA18:1),TG(48:4_FA18:1)
1904,TAG(48:4_FA18:2),TG(48:4_FA18:2)
1905,TAG(48:4_FA18:3),TG(48:4_FA18:3)
1906,TAG(48:4_FA20:4),TG(48:4_FA20:4)
1907,TAG(48:5_FA18:2),TG(48:5_FA18:2)
1908,TAG(48:5_FA18:3),TG(48:5_FA18:3)
1909,TAG(49:0_FA16:0),TG(49:0_FA16:0)
1910,TAG(49:0_FA17:0),TG(49:0_FA17:0)
1911,TAG(49:0_FA18:0),TG(49:0_FA18:0)
1912,TAG(49:1_FA14:0),TG(49:1_FA14:0)
1913,TAG(49:1_FA16:0),TG(49:1_FA16:0)
1914,TAG(49:1_FA16:1),TG(49:1_FA16:1)
1915,TAG(49:1_FA17:0),TG(49:1_FA17:0)
1916,TAG(49:1_FA18:1),TG(49:1_FA18:1)
1917,TAG(49:2_FA14:0),TG(49:2_FA14:0)
1918,TAG(49:2_FA16:0),TG(49:2_FA16:0)
1919,TAG(49:2_FA16:1),TG(49:2_FA16:1)
1920,TAG(49:2_FA17:0),TG(49:2_FA17:0)
1921,TAG(49:2_FA18:1),TG(49:2_FA18:1)
1922,TAG(49:2_FA18:2),TG(49:2_FA18:2)
1923,TAG(49:3_FA16:0),TG(49:3_FA16:0)
1924,TAG(49:3_FA16:1),TG(49:3_FA16:1)
1925,TAG(49:3_FA18:2),TG(49:3_FA18:2)
1926,TAG(49:3_FA18:3),TG(49:3_FA18:3)
1927,TAG(50:0_FA14:0),TG(50:0_FA14:0)
1928,TAG(50:0_FA16:0),TG(50:0_FA16:0)
1929,TAG(50:0_FA18:0),TG(50:0_FA18:0)
1930,TAG(50:1_FA14:0),TG(50:1_FA14:0)
1931,TAG(50:1_FA16:0),TG(50:1_FA16:0)
1932,TAG(50:1_FA16:1),TG(50:1_FA16:1)
1933,TAG(50:1_FA18:0),TG(50:1_FA18:0)
1934,TAG(50:1_FA18:1),TG(50:1_FA18:1)
1935,TAG(50:1_FA20:1),TG(50:1_FA20:1)
1936,TAG(50:2_FA14:0),TG(50:2_FA14:0)
1937,TAG(50:2_FA16:0),TG(50:2_FA16:0)
1938,TAG(50:2_FA16:1),TG(50:2_FA16:1)
1939,TAG(50:2_FA18:0),TG(50:2_FA18:0)
1940,TAG(50:2_FA18:1),TG(50:2_FA18:1)
1941,TAG(50:2_FA18:2),TG(50:2_FA18:2)
1942,TAG(50:2_FA20:2),TG(50:2_FA20:2)
1943,TAG(50:3_FA14:0),TG(50:3_FA14:0)
1944,TAG(50:3_FA16:0),TG(50:3_FA16:0)
1945,TAG(50:3_FA16:1),TG(50:3_FA16:1)
1946,TAG(50:3_FA18:0),TG(50:3_FA18:0)
1947,TAG(50:3_FA18:1),TG(50:3_FA18:1)
1948,TAG(50:3_FA18:2),TG(50:3_FA18:2)
1949,TAG(50:3_FA18:3),TG(50:3_FA18:3)
1950,TAG(50:3_FA20:3),TG(50:3_FA20:3)
1951,TAG(50:4_FA14:0),TG(50:4_FA14:0)
1952,TAG(50:4_FA16:0),TG(50:4_FA16:0)
1953,TAG(50:4_FA16:1),TG(50:4_FA16:1)
1954,TAG(50:4_FA18:1),TG(50:4_FA18:1)
1955,TAG(50:4_FA18:2),TG(50:4_FA18:2)
1956,TAG(50:4_FA18:3),TG(50:4_FA18:3)
1957,TAG(50:4_FA20:3),TG(50:4_FA20:3)
1958,TAG(50:4_FA20:4),TG(50:4_FA20:4)
1959,TAG(50:5_FA14:0),TG(50:5_FA14:0)
1960,TAG(50:5_FA16:0),TG(50:5_FA16:0)
1961,TAG(50:5_FA16:1),TG(50:5_FA16:1)
1962,TAG(50:5_FA18:1),TG(50:5_FA18:1)
1963,TAG(50:5_FA18:2),TG(50:5_FA18:2)
1964,TAG(50:5_FA18:3),TG(50:5_FA18:3)
1965,TAG(50:5_FA20:4),TG(50:5_FA20:4)
1966,TAG(50:5_FA20:5),TG(50:5_FA20:5)
1967,TAG(50:6_FA20:4),TG(50:6_FA20:4)
1968,TAG(51:0_FA16:0),TG(51:0_FA16:0)
1969,TAG(51:0_FA17:0),TG(51:0_FA17:0)
1970,TAG(51:0_FA18:0),TG(51:0_FA18:0)
1971,TAG(51:1_FA16:0),TG(51:1_FA16:0)
1972,TAG(51:1_FA17:0),TG(51:1_FA17:0)
1973,TAG(51:1_FA18:0),TG(51:1_FA18:0)
1974,TAG(51:1_FA18:1),TG(51:1_FA18:1)
1975,TAG(51:2_FA16:0),TG(51:2_FA16:0)
1976,TAG(51:2_FA16:1),TG(51:2_FA16:1)
1977,TAG(51:2_FA17:0),TG(51:2_FA17:0)
1978,TAG(51:2_FA18:1),TG(51:2_FA18:1)
1979,TAG(51:2_FA18:2),TG(51:2_FA18:2)
1980,TAG(51:3_FA16:1),TG(51:3_FA16:1)
1981,TAG(51:3_FA17:0),TG(51:3_FA17:0)
1982,TAG(51:3_FA18:2),TG(51:3_FA18:2)
1983,TAG(51:3_FA18:3),TG(51:3_FA18:3)
1984,TAG(51:4_FA16:1),TG(51:4_FA16:1)
1985,TAG(51:4_FA18:2),TG(51:4_FA18:2)
1986,TAG(51:4_FA18:3),TG(51:4_FA18:3)
1987,TAG(51:4_FA20:4),TG(51:4_FA20:4)
1988,TAG(51:5_FA18:2),TG(51:5_FA18:2)
1989,TAG(51:5_FA18:3),TG(51:5_FA18:3)
1990,TAG(52:0_FA16:0),TG(52:0_FA16:0)
1991,TAG(52:0_FA18:0),TG(52:0_FA18:0)
1992,TAG(52:0_FA20:0),TG(52:0_FA20:0)
1993,TAG(52:1_FA16:0),TG(52:1_FA16:0)
1994,TAG(52:1_FA16:1),TG(52:1_FA16:1)
1995,TAG(52:1_FA18:0),TG(52:1_FA18:0)
1996,TAG(52:1_FA18:1),TG(52:1_FA18:1)
1997,TAG(52:1_FA20:0),TG(52:1_FA20:0)
1998,TAG(52:1_FA20:1),TG(52:1_FA20:1)
1999,TAG(52:2_FA14:0),TG(52:2_FA14:0)
2000,TAG(52:2_FA16:0),TG(52:2_FA16:0)
2001,TAG(52:2_FA16:1),TG(52:2_FA16:1)
2002,TAG(52:2_FA18:0),TG(52:2_FA18:0)
2003,TAG(52:2_FA18:1),TG(52:2_FA18:1)
2004,TAG(52:2_FA18:2),TG(52:2_FA18:2)
2005,TAG(52:2_FA20:0),TG(52:2_FA20:0)
2006,TAG(52:2_FA20:1),TG(52:2_FA20:1)
2007,TAG(52:2_FA20:2),TG(52:2_FA20:2)
2008,TAG(52:3_FA14:0),TG(52:3_FA14:0)
2009,TAG(52:3_FA16:0),TG(52:3_FA16:0)
2010,TAG(52:3_FA16:1),TG(52:3_FA16:1)
2011,TAG(52:3_FA18:0),TG(52:3_FA18:0)
2012,TAG(52:3_FA18:1),TG(52:3_FA18:1)
2013,TAG(52:3_FA18:2),TG(52:3_FA18:2)
2014,TAG(52:3_FA18:3),TG(52:3_FA18:3)
2015,TAG(52:3_FA20:0),TG(52:3_FA20:0)
2016,TAG(52:3_FA20:1),TG(52:3_FA20:1)
2017,TAG(52:3_FA20:2),TG(52:3_FA20:2)
2018,TAG(52:3_FA20:3),TG(52:3_FA20:3)
2019,TAG(52:4_FA14:0),TG(52:4_FA14:0)
2020,TAG(52:4_FA16:0),TG(52:4_FA16:0)
2021,TAG(52:4_FA16:1),TG(52:4_FA16:1)
2022,TAG(52:4_FA18:0),TG(52:4_FA18:0)
2023,TAG(52:4_FA18:1),TG(52:4_FA18:1)
2024,TAG(52:4_FA18:2),TG(52:4_FA18:2)
2025,TAG(52:4_FA18:3),TG(52:4_FA18:3)
2026,TAG(52:4_FA20:0),TG(52:4_FA20:0)
2027,TAG(52:4_FA20:2),TG(52:4_FA20:2)
2028,TAG(52:4_FA20:3),TG(52:4_FA20:3)
2029,TAG(52:4_FA20:4),TG(52:4_FA20:4)
2030,TAG(52:4_FA22:4),TG(52:4_FA22:4)
2031,TAG(52:5_FA14:0),TG(52:5_FA14:0)
2032,TAG(52:5_FA16:0),TG(52:5_FA16:0)
2033,TAG(52:5_FA16:1),TG(52:5_FA16:1)
2034,TAG(52:5_FA18:1),TG(52:5_FA18:1)
2035,TAG(52:5_FA18:2),TG(52:5_FA18:2)
2036,TAG(52:5_FA18:3),TG(52:5_FA18:3)
2037,TAG(52:5_FA20:3),TG(52:5_FA20:3)
2038,TAG(52:5_FA20:4),TG(52:5_FA20:4)
2039,TAG(52:5_FA20:5),TG(52:5_FA20:5)
2040,TAG(52:5_FA22:5),TG(52:5_FA22:5)
2041,TAG(52:6_FA14:0),TG(52:6_FA14:0)
2042,TAG(52:6_FA16:0),TG(52:6_FA16:0)
2043,TAG(52:6_FA16:1),TG(52:6_FA16:1)
2044,TAG(52:6_FA18:1),TG(52:6_FA18:1)
2045,TAG(52:6_FA18:2),TG(52:6_FA18:2)
2046,TAG(52:6_FA18:3),TG(52:6_FA18:3)
2047,TAG(52:6_FA20:4),TG(52:6_FA20:4)
2048,TAG(52:6_FA20:5),TG(52:6_FA20:5)
2049,TAG(52:6_FA22:6),TG(52:6_FA22:6)
2050,TAG(52:7_FA16:0),TG(52:7_FA16:0)
2051,TAG(52:7_FA18:1),TG(52:7_FA18:1)
2052,TAG(52:7_FA20:5),TG(52:7_FA20:5)
2053,TAG(52:7_FA22:6),TG(52:7_FA22:6)
2054,TAG(52:8_FA16:1),TG(52:8_FA16:1)
2055,TAG(52:8_FA18:2),TG(52:8_FA18:2)
2056,TAG(53:0_FA16:0),TG(53:0_FA16:0)
2057,TAG(53:1_FA16:0),TG(53:1_FA16:0)
2058,TAG(53:1_FA17:0),TG(53:1_FA17:0)
2059,TAG(53:1_FA18:0),TG(53:1_FA18:0)
2060,TAG(53:1_FA18:1),TG(53:1_FA18:1)
2061,TAG(53:2_FA16:0),TG(53:2_FA16:0)
2062,TAG(53:2_FA17:0),TG(53:2_FA17:0)
2063,TAG(53:2_FA18:1),TG(53:2_FA18:1)
2064,TAG(53:2_FA18:2),TG(53:2_FA18:2)
2065,TAG(53:3_FA16:0),TG(53:3_FA16:0)
2066,TAG(53:3_FA17:0),TG(53:3_FA17:0)
2067,TAG(53:3_FA18:2),TG(53:3_FA18:2)
2068,TAG(53:4_FA16:0),TG(53:4_FA16:0)
2069,TAG(53:4_FA17:0),TG(53:4_FA17:0)
2070,TAG(53:4_FA18:2),TG(53:4_FA18:2)
2071,TAG(53:4_FA18:3),TG(53:4_FA18:3)
2072,TAG(53:4_FA20:4),TG(53:4_FA20:4)
2073,TAG(53:5_FA20:4),TG(53:5_FA20:4)
2074,TAG(53:6_FA20:4),TG(53:6_FA20:4)
2075,TAG(54:0_FA16:0),TG(54:0_FA16:0)
2076,TAG(54:0_FA18:0),TG(54:0_FA18:0)
2077,TAG(54:1_FA16:0),TG(54:1_FA16:0)
2078,TAG(54:1_FA18:0),TG(54:1_FA18:0)
2079,TAG(54:1_FA18:1),TG(54:1_FA18:1)
2080,TAG(54:1_FA20:0),TG(54:1_FA20:0)
2081,TAG(54:1_FA20:1),TG(54:1_FA20:1)
2082,TAG(54:2_FA16:0),TG(54:2_FA16:0)
2083,TAG(54:2_FA18:0),TG(54:2_FA18:0)
2084,TAG(54:2_FA18:1),TG(54:2_FA18:1)
2085,TAG(54:2_FA18:2),TG(54:2_FA18:2)
2086,TAG(54:2_FA20:0),TG(54:2_FA20:0)
2087,TAG(54:2_FA20:1),TG(54:2_FA20:1)
2088,TAG(54:2_FA20:2),TG(54:2_FA20:2)
2089,TAG(54:3_FA16:0),TG(54:3_FA16:0)
2090,TAG(54:3_FA16:1),TG(54:3_FA16:1)
2091,TAG(54:3_FA18:0),TG(54:3_FA18:0)
2092,TAG(54:3_FA18:1),TG(54:3_FA18:1)
2093,TAG(54:3_FA18:2),TG(54:3_FA18:2)
2094,TAG(54:3_FA18:3),TG(54:3_FA18:3)
2095,TAG(54:3_FA20:1),TG(54:3_FA20:1)
2096,TAG(54:3_FA20:2),TG(54:3_FA20:2)
2097,TAG(54:3_FA20:3),TG(54:3_FA20:3)
2098,TAG(54:4_FA16:0),TG(54:4_FA16:0)
2099,TAG(54:4_FA16:1),TG(54:4_FA16:1)
2100,TAG(54:4_FA18:0),TG(54:4_FA18:0)
2101,TAG(54:4_FA18:1),TG(54:4_FA18:1)
2102,TAG(54:4_FA18:2),TG(54:4_FA18:2)
2103,TAG(54:4_FA18:3),TG(54:4_FA18:3)
2104,TAG(54:4_FA20:1),TG(54:4_FA20:1)
2105,TAG(54:4_FA20:2),TG(54:4_FA20:2)
2106,TAG(54:4_FA20:3),TG(54:4_FA20:3)
2107,TAG(54:4_FA20:4),TG(54:4_FA20:4)
2108,TAG(54:4_FA22:4),TG(54:4_FA22:4)
2109,TAG(54:5_FA16:0),TG(54:5_FA16:0)
2110,TAG(54:5_FA16:1),TG(54:5_FA16:1)
2111,TAG(54:5_FA18:0),TG(54:5_FA18:0)
2112,TAG(54:5_FA18:1),TG(54:5_FA18:1)
2113,TAG(54:5_FA18:2),TG(54:5_FA18:2)
2114,TAG(54:5_FA18:3),TG(54:5_FA18:3)
2115,TAG(54:5_FA20:2),TG(54:5_FA20:2)
2116,TAG(54:5_FA20:3),TG(54:5_FA20:3)
2117,TAG(54:5_FA20:4),TG(54:5_FA20:4)
2118,TAG(54:5_FA20:5),TG(54:5_FA20:5)
2119,TAG(54:5_FA22:4),TG(54:5_FA22:4)
2120,TAG(54:5_FA22:5),TG(54:5_FA22:5)
2121,TAG(54:6_FA16:0),TG(54:6_FA16:0)
2122,TAG(54:6_FA16:1),TG(54:6_FA16:1)
2123,TAG(54:6_FA18:1),TG(54:6_FA18:1)
2124,TAG(54:6_FA18:2),TG(54:6_FA18:2)
2125,TAG(54:6_FA18:3),TG(54:6_FA18:3)
2126,TAG(54:6_FA20:3),TG(54:6_FA20:3)
2127,TAG(54:6_FA20:4),TG(54:6_FA20:4)
2128,TAG(54:6_FA20:5),TG(54:6_FA20:5)
2129,TAG(54:6_FA22:5),TG(54:6_FA22:5)
2130,TAG(54:6_FA22:6),TG(54:6_FA22:6)
2131,TAG(54:7_FA16:1),TG(54:7_FA16:1)
2132,TAG(54:7_FA18:1),TG(54:7_FA18:1)
2133,TAG(54:7_FA18:2),TG(54:7_FA18:2)
2134,TAG(54:7_FA18:3),TG(54:7_FA18:3)
2135,TAG(54:7_FA20:4),TG(54:7_FA20:4)
2136,TAG(54:7_FA20:5),TG(54:7_FA20:5)
2137,TAG(54:7_FA22:5),TG(54:7_FA22:5)
2138,TAG(54:7_FA22:6),TG(54:7_FA22:6)
2139,TAG(54:8_FA18:2),TG(54:8_FA18:2)
2140,TAG(54:8_FA18:3),TG(54:8_FA18:3)
2141,TAG(54:8_FA20:4),TG(54:8_FA20:4)
2142,TAG(54:8_FA20:5),TG(54:8_FA20:5)
2143,TAG(54:8_FA22:6),TG(54:8_FA22:6)
2144,TAG(55:1_FA16:0),TG(55:1_FA16:0)
2145,TAG(55:1_FA18:1),TG(55:1_FA18:1)
2146,TAG(55:2_FA18:1),TG(55:2_FA18:1)
2147,TAG(55:2_FA18:2),TG(55:2_FA18:2)
2148,TAG(55:3_FA18:1),TG(55:3_FA18:1)
2149,TAG(55:3_FA18:2),TG(55:3_FA18:2)
2150,TAG(55:4_FA18:1),TG(55:4_FA18:1)
2151,TAG(55:4_FA18:2),TG(55:4_FA18:2)
2152,TAG(55:5_FA18:1),TG(55:5_FA18:1)
2153,TAG(55:5_FA18:2),TG(55:5_FA18:2)
2154,TAG(55:5_FA20:4),TG(55:5_FA20:4)
2155,TAG(55:7_FA22:6),TG(55:7_FA22:6)
2156,TAG(56:1_FA16:0),TG(56:1_FA16:0)
2157,TAG(56:1_FA18:1),TG(56:1_FA18:1)
2158,TAG(56:10_FA18:2),TG(56:10_FA18:2)
2159,TAG(56:2_FA16:0),TG(56:2_FA16:0)
2160,TAG(56:2_FA18:0),TG(56:2_FA18:0)
2161,TAG(56:2_FA20:0),TG(56:2_FA20:0)
2162,TAG(56:2_FA20:1),TG(56:2_FA20:1)
2163,TAG(56:3_FA16:0),TG(56:3_FA16:0)
2164,TAG(56:3_FA18:0),TG(56:3_FA18:0)
2165,TAG(56:3_FA18:1),TG(56:3_FA18:1)
2166,TAG(56:3_FA18:2),TG(56:3_FA18:2)
2167,TAG(56:3_FA20:0),TG(56:3_FA20:0)
2168,TAG(56:3_FA20:1),TG(56:3_FA20:1)
